index,angle,houghAngle,houghConfidence,projectionAngle,projectionConfidence,freqHoughAngle,freqHoughConfidence,bestFirstAngle,bestFirstConfidence,unanimousAngle,unanimousConfidence,weightedAngle,weightedConfidence
5,2.50,2.60,0.52,2.60,0.54,2.40,0.35,2.60,0.54,2.53,0.91,2.55,0.89
5,2.60,2.70,0.48,2.70,0.54,2.70,0.27,2.70,0.54,2.70,1.00,2.70,1.00
5,2.70,2.70,0.35,2.80,0.54,2.60,0.28,2.80,0.54,2.70,0.93,2.72,0.92
5,2.80,2.90,0.81,2.90,0.54,2.70,0.27,2.90,0.81,2.83,0.91,2.87,0.91
5,2.90,3.00,0.35,3.00,0.54,2.90,0.27,3.00,0.54,2.97,0.96,2.98,0.96
5,3.00,3.00,0.27,3.10,0.54,2.90,0.22,3.10,0.54,3.00,0.93,3.03,0.93
5,3.10,3.10,0.20,3.20,0.54,3.10,0.35,3.20,0.54,3.13,0.96,3.15,0.95
5,3.20,3.30,0.43,3.30,0.54,3.10,0.36,3.30,0.54,3.23,0.91,3.25,0.90
5,3.30,3.40,0.50,3.40,0.54,3.20,0.35,3.40,0.54,3.33,0.91,3.35,0.90
5,3.40,3.50,0.41,3.50,0.54,3.40,0.22,3.50,0.54,3.47,0.96,3.48,0.96
5,3.50,3.60,0.36,3.60,0.54,3.40,0.36,3.60,0.54,3.53,0.91,3.54,0.90
5,3.60,3.70,0.56,3.70,0.54,3.60,0.28,3.70,0.56,3.67,0.96,3.68,0.96
5,3.70,3.80,0.35,3.80,0.54,3.60,0.27,3.80,0.54,3.73,0.91,3.75,0.92
5,3.80,3.90,0.59,3.90,0.54,3.70,0.27,3.90,0.59,3.83,0.91,3.86,0.91
5,3.90,4.00,0.42,4.00,0.54,3.90,0.36,4.00,0.54,3.97,0.96,3.97,0.95
5,4.00,4.00,0.31,4.10,0.54,3.90,0.28,4.10,0.54,4.00,0.93,4.02,0.92
5,4.10,4.20,0.44,4.20,0.54,4.00,0.27,4.20,0.54,4.13,0.91,4.16,0.92
5,4.20,4.30,0.30,4.30,0.54,4.10,0.28,4.30,0.54,4.23,0.91,4.25,0.92
5,4.30,4.40,0.46,4.40,0.54,4.20,0.28,4.40,0.54,4.33,0.91,4.36,0.91
5,4.40,4.50,0.49,4.50,0.55,4.40,0.35,4.50,0.55,4.47,0.96,4.47,0.95
5,4.50,4.60,0.35,4.60,0.55,4.40,0.27,4.60,0.55,4.53,0.91,4.55,0.92
5,4.60,4.70,0.49,4.70,0.55,4.60,0.35,4.70,0.55,4.67,0.96,4.67,0.95
5,4.70,4.70,0.13,4.80,0.55,4.70,0.22,4.80,0.55,4.73,0.96,4.76,0.96
5,4.80,4.90,0.53,4.90,0.55,4.80,0.27,4.90,0.55,4.87,0.96,4.88,0.96
5,4.90,5.00,0.60,5.00,0.55,4.80,0.35,5.00,0.60,4.93,0.91,4.95,0.89
5,5.00,5.00,0.73,5.00,0.55,4.90,0.27,5.00,0.73,4.97,0.96,4.98,0.95
6,-5.00,-4.90,0.51,-4.90,0.55,-4.90,0.27,-4.90,0.55,-4.90,1.00,-4.90,1.00
6,-4.90,-4.80,0.45,-4.80,0.55,-4.90,0.36,-4.80,0.55,-4.83,0.96,-4.83,0.95
6,-4.80,-4.60,0.27,-4.70,0.55,-4.60,0.18,-4.70,0.55,-4.63,0.96,-4.66,0.95
6,-4.70,-4.60,0.36,-4.60,0.55,-4.70,0.27,-4.60,0.55,-4.63,0.96,-4.62,0.96
6,-4.60,-4.50,0.38,-4.50,0.55,-4.50,0.15,-4.50,0.55,-4.50,1.00,-4.50,1.00
6,-4.50,-4.40,0.32,-4.40,0.55,-4.50,0.27,-4.40,0.55,-4.43,0.96,-4.42,0.96
6,-4.40,-4.20,0.43,-4.30,0.55,-4.20,0.26,-4.30,0.55,-4.23,0.96,-4.24,0.94
6,-4.30,-4.10,0.41,-4.20,0.55,-4.30,0.27,-4.20,0.55,-4.20,0.93,-4.19,0.93
6,-4.20,-4.00,0.35,-4.00,0.55,-4.20,0.27,-4.00,0.55,-4.07,0.91,-4.05,0.92
6,-4.10,-4.00,0.33,-4.00,0.55,-3.90,0.16,-4.00,0.55,-3.97,0.96,-3.98,0.97
6,-4.00,-3.90,0.43,-3.80,0.54,-4.00,0.36,-3.80,0.54,-3.90,0.93,-3.89,0.91
6,-3.90,-3.70,0.36,-3.80,0.55,-3.70,0.18,-3.80,0.55,-3.73,0.96,-3.75,0.95
6,-3.80,-3.60,0.39,-3.70,0.54,-3.80,0.27,-3.70,0.54,-3.70,0.93,-3.69,0.93
6,-3.70,-3.60,0.42,-3.60,0.55,-3.50,0.18,-3.60,0.55,-3.57,0.96,-3.58,0.97
6,-3.60,-3.50,0.51,-3.50,0.54,-3.40,0.16,-3.50,0.54,-3.47,0.96,-3.49,0.97
6,-3.50,-3.30,0.37,-3.40,0.54,-3.50,0.28,-3.40,0.54,-3.40,0.93,-3.39,0.93
6,-3.40,-3.30,0.32,-3.30,0.54,-3.20,0.16,-3.30,0.54,-3.27,0.96,-3.28,0.97
6,-3.30,-3.10,0.43,-3.20,0.54,-3.30,0.27,-3.20,0.54,-3.20,0.93,-3.19,0.92
6,-3.20,-3.00,0.43,-3.10,0.54,-3.00,0.18,-3.10,0.54,-3.03,0.96,-3.05,0.94
6,-3.10,-3.00,0.46,-3.00,0.54,-3.10,0.22,-3.00,0.54,-3.03,0.96,-3.02,0.96
6,-3.00,-2.80,0.40,-2.90,0.54,-3.00,0.22,-2.90,0.54,-2.90,0.93,-2.88,0.93
6,-2.90,-2.80,0.33,-2.80,0.54,-2.70,0.22,-2.80,0.54,-2.77,0.96,-2.78,0.97
6,-2.80,-2.60,0.33,-2.70,0.54,-2.80,0.22,-2.70,0.54,-2.70,0.93,-2.69,0.94
6,-2.70,-2.60,0.38,-2.60,0.54,-2.60,0.22,-2.60,0.54,-2.60,1.00,-2.60,1.00
6,-2.60,-2.40,0.34,-2.50,0.54,-2.60,0.26,-2.50,0.54,-2.50,0.93,-2.49,0.94
6,-2.50,-2.30,0.50,-2.40,0.54,-2.50,0.27,-2.40,0.54,-2.40,0.93,-2.38,0.92
6,-2.40,-2.30,0.54,-2.30,0.54,-2.30,0.22,-2.30,0.54,-2.30,1.00,-2.30,1.00
6,-2.30,-2.20,0.32,-2.20,0.54,-2.20,0.34,-2.20,0.54,-2.20,1.00,-2.20,1.00
6,-2.20,-2.10,0.31,-2.10,0.54,-2.10,0.26,-2.10,0.54,-2.10,1.00,-2.10,1.00
6,-2.10,-1.90,0.50,-2.00,0.54,-2.00,0.27,-2.00,0.54,-1.97,0.96,-1.96,0.94
6,-2.00,-1.90,0.51,-1.90,0.54,-2.00,0.22,-1.90,0.54,-1.93,0.96,-1.92,0.96
6,-1.90,-1.80,0.37,-1.80,0.54,-1.80,0.15,-1.80,0.54,-1.80,1.00,-1.80,1.00
6,-1.80,-1.70,0.42,-1.70,0.54,-1.80,0.22,-1.70,0.54,-1.73,0.96,-1.72,0.96
6,-1.70,-1.50,0.36,-1.60,0.54,-1.50,0.16,-1.60,0.54,-1.53,0.96,-1.55,0.95
6,-1.60,-1.50,0.45,-1.50,0.54,-1.60,0.27,-1.50,0.54,-1.53,0.96,-1.52,0.96
6,-1.50,-1.40,0.42,-1.40,0.54,-1.50,0.22,-1.40,0.54,-1.43,0.96,-1.42,0.96
6,-1.40,-1.20,0.40,-1.30,0.54,-1.20,0.21,-1.30,0.54,-1.23,0.96,-1.25,0.94
6,-1.30,-1.10,0.42,-1.20,0.54,-1.30,0.22,-1.20,0.54,-1.20,0.93,-1.18,0.93
6,-1.20,-1.10,0.33,-1.10,0.54,-1.10,0.27,-1.10,0.54,-1.10,1.00,-1.10,1.00
6,-1.10,-0.90,0.35,-1.00,0.54,-1.00,0.19,-1.00,0.54,-0.97,0.96,-0.97,0.95
6,-1.00,-0.90,0.61,-0.90,0.54,-0.90,0.19,-0.90,0.61,-0.90,1.00,-0.90,1.00
6,-0.90,-0.80,0.38,-0.80,0.55,-0.70,0.14,-0.80,0.55,-0.77,0.96,-0.79,0.98
6,-0.80,-0.60,0.40,-0.70,0.54,-0.80,0.27,-0.70,0.54,-0.70,0.93,-0.69,0.93
6,-0.70,-0.60,0.57,-0.60,0.54,-0.70,0.27,-0.60,0.57,-0.63,0.96,-0.62,0.96
6,-0.60,-0.50,0.45,-0.50,0.54,-0.50,0.22,-0.50,0.54,-0.50,1.00,-0.50,1.00
6,-0.50,-0.40,0.37,-0.40,0.55,-0.50,0.18,-0.40,0.55,-0.43,0.96,-0.42,0.97
6,-0.40,-0.30,0.43,-0.30,0.54,-0.30,0.16,-0.30,0.54,-0.30,1.00,-0.30,1.00
6,-0.30,-0.20,0.27,-0.10,0.55,-0.20,0.10,-0.10,0.55,-0.17,0.96,-0.14,0.96
6,-0.20,0.00,0.54,0.00,0.56,-0.20,0.15,0.00,0.56,-0.07,0.91,-0.02,0.95
6,-0.10,0.00,0.81,0.10,0.55,0.00,0.34,0.00,0.81,0.03,0.96,0.03,0.93
6,-0.00,0.20,0.31,0.20,0.55,0.00,0.35,0.20,0.55,0.13,0.91,0.14,0.90
6,0.10,0.20,0.43,0.30,0.55,0.10,0.22,0.30,0.55,0.20,0.93,0.23,0.92
6,0.20,0.30,0.33,0.30,0.54,0.20,0.18,0.30,0.54,0.27,0.96,0.28,0.97
6,0.30,0.50,0.30,0.50,0.54,0.20,0.22,0.50,0.54,0.40,0.87,0.44,0.89
6,0.40,0.50,0.46,0.50,0.54,0.30,0.35,0.50,0.54,0.43,0.91,0.45,0.90
6,0.50,0.60,0.41,0.60,0.55,0.60,0.22,0.60,0.55,0.60,1.00,0.60,1.00
6,0.60,0.70,0.45,0.70,0.55,0.40,0.18,0.70,0.55,0.60,0.87,0.65,0.91
6,0.70,0.80,0.60,0.80,0.54,0.70,0.27,0.80,0.60,0.77,0.96,0.78,0.96
6,0.80,0.90,0.49,0.90,0.54,0.80,0.19,0.90,0.54,0.87,0.96,0.88,0.97
6,0.90,1.10,0.33,1.00,0.54,0.80,0.27,1.00,0.54,0.97,0.89,0.98,0.90
6,1.00,1.10,0.50,1.10,0.55,0.90,0.22,1.10,0.55,1.03,0.91,1.07,0.93
6,1.10,1.20,0.41,1.20,0.54,1.00,0.27,1.20,0.54,1.13,0.91,1.16,0.92
6,1.20,1.30,0.35,1.30,0.54,1.10,0.21,1.30,0.54,1.23,0.91,1.26,0.93
6,1.30,1.50,0.43,1.40,0.54,1.30,0.27,1.40,0.54,1.40,0.93,1.41,0.92
6,1.40,1.60,0.40,1.50,0.54,1.20,0.10,1.50,0.54,1.43,0.84,1.51,0.93
6,1.50,1.60,0.46,1.60,0.54,1.50,0.35,1.60,0.54,1.57,0.96,1.57,0.95
6,1.60,1.70,0.49,1.70,0.54,1.60,0.27,1.70,0.54,1.67,0.96,1.68,0.96
6,1.70,1.80,0.35,1.80,0.54,1.60,0.27,1.80,0.54,1.73,0.91,1.75,0.92
6,1.80,1.90,0.45,1.90,0.54,1.90,0.19,1.90,0.54,1.90,1.00,1.90,1.00
6,1.90,2.00,0.48,2.00,0.54,1.80,0.22,2.00,0.54,1.93,0.91,1.96,0.93
6,2.00,2.10,0.40,2.10,0.54,2.00,0.27,2.10,0.54,2.07,0.96,2.08,0.96
6,2.10,2.30,0.39,2.20,0.54,2.10,0.27,2.20,0.54,2.20,0.93,2.21,0.93
6,2.20,2.30,0.49,2.30,0.54,2.00,0.18,2.30,0.54,2.20,0.87,2.25,0.91
6,2.30,2.40,0.32,2.40,0.54,2.30,0.27,2.40,0.54,2.37,0.96,2.38,0.96
6,2.40,2.60,0.36,2.50,0.54,2.30,0.35,2.50,0.54,2.47,0.89,2.47,0.88
6,2.50,2.60,0.44,2.60,0.54,2.60,0.18,2.60,0.54,2.60,1.00,2.60,1.00
6,2.60,2.70,0.34,2.70,0.54,2.70,0.27,2.70,0.54,2.70,1.00,2.70,1.00
6,2.70,2.90,0.38,2.80,0.54,2.60,0.22,2.80,0.54,2.77,0.89,2.79,0.91
6,2.80,2.90,0.44,2.90,0.54,2.80,0.36,2.90,0.54,2.87,0.96,2.87,0.95
6,2.90,3.00,0.43,3.00,0.54,2.70,0.19,3.00,0.54,2.90,0.87,2.95,0.91
6,3.00,3.20,0.40,3.10,0.54,3.00,0.35,3.10,0.54,3.10,0.93,3.10,0.92
6,3.10,3.20,0.59,3.20,0.54,3.10,0.27,3.20,0.59,3.17,0.96,3.18,0.96
6,3.20,3.30,0.39,3.30,0.54,3.10,0.16,3.30,0.54,3.23,0.91,3.27,0.94
6,3.30,3.40,0.47,3.40,0.54,3.40,0.27,3.40,0.54,3.40,1.00,3.40,1.00
6,3.40,3.50,0.48,3.50,0.54,3.30,0.19,3.50,0.54,3.43,0.91,3.47,0.94
6,3.50,3.60,0.30,3.60,0.54,3.50,0.27,3.60,0.54,3.57,0.96,3.58,0.96
6,3.60,3.80,0.42,3.70,0.54,3.40,0.18,3.70,0.54,3.63,0.84,3.69,0.89
6,3.70,3.80,0.56,3.90,0.54,3.50,0.14,3.80,0.56,3.73,0.84,3.81,0.90
6,3.80,3.90,0.42,3.90,0.54,3.80,0.27,3.90,0.54,3.87,0.96,3.88,0.96
6,3.90,4.00,0.38,4.10,0.54,3.80,0.19,4.10,0.54,3.97,0.89,4.02,0.91
6,4.00,4.10,0.57,4.10,0.54,4.10,0.22,4.10,0.57,4.10,1.00,4.10,1.00
6,4.10,4.20,0.45,4.20,0.54,4.00,0.27,4.20,0.54,4.13,0.91,4.16,0.92
6,4.20,4.30,0.32,4.30,0.54,4.30,0.27,4.30,0.54,4.30,1.00,4.30,1.00
6,4.30,4.40,0.48,4.40,0.54,4.30,0.27,4.40,0.54,4.37,0.96,4.38,0.96
6,4.40,4.50,0.47,4.50,0.55,4.20,0.18,4.50,0.55,4.40,0.87,4.45,0.91
6,4.50,4.70,0.36,4.60,0.55,4.50,0.27,4.60,0.55,4.60,0.93,4.61,0.93
6,4.60,4.70,0.48,4.70,0.55,4.50,0.18,4.70,0.55,4.63,0.91,4.67,0.94
6,4.70,4.90,0.36,4.80,0.55,4.80,0.22,4.80,0.55,4.83,0.96,4.83,0.95
6,4.80,4.90,0.40,4.90,0.55,4.70,0.22,4.90,0.55,4.83,0.91,4.86,0.93
6,4.90,5.00,0.94,5.00,0.55,5.00,0.35,5.00,0.94,5.00,1.00,5.00,1.00
6,5.00,5.00,0.94,5.00,0.55,4.90,0.27,5.00,0.94,4.97,0.96,4.98,0.95
7,-5.00,-4.90,0.13,-4.90,0.54,-4.90,0.36,-4.90,0.54,-4.90,1.00,-4.90,1.00
7,-4.90,-4.40,0.18,-4.90,0.54,-4.70,0.22,-4.90,0.54,-4.67,0.82,-4.76,0.85
7,-4.80,-4.30,0.09,-4.90,0.53,-4.80,0.27,-4.90,0.53,-4.67,0.76,-4.81,0.90
7,-4.70,-4.10,0.12,-4.70,0.53,-4.60,0.15,-4.70,0.53,-4.47,0.76,-4.59,0.88
7,-4.60,-4.10,0.21,-4.50,0.53,-4.60,0.18,-4.50,0.53,-4.40,0.80,-4.43,0.86
7,-4.50,-4.90,0.05,-4.50,0.53,-4.40,0.22,-4.50,0.53,-4.60,0.80,-4.50,0.96
7,-4.40,-3.90,0.20,-4.40,0.53,-4.30,0.18,-4.40,0.53,-4.20,0.80,-4.27,0.85
7,-4.30,-4.80,0.05,-4.20,0.53,-4.30,0.21,-4.20,0.53,-4.43,0.76,-4.27,0.93
7,-4.20,-4.70,0.05,-4.20,0.53,-4.10,0.16,-4.20,0.53,-4.33,0.76,-4.21,0.96
7,-4.10,-3.50,0.07,-4.20,0.53,-4.10,0.26,-4.20,0.53,-3.93,0.71,-4.11,0.91
7,-4.00,-4.50,0.06,-4.00,0.53,-3.90,0.18,-4.00,0.53,-4.13,0.76,-4.01,0.95
7,-3.90,-3.80,0.10,-3.80,0.53,-3.90,0.21,-3.80,0.53,-3.83,0.96,-3.83,0.97
7,-3.80,-4.30,0.07,-3.80,0.53,-3.60,0.16,-3.80,0.53,-3.90,0.73,-3.80,0.93
7,-3.70,-3.10,0.08,-3.70,0.53,-3.60,0.18,-3.70,0.53,-3.47,0.76,-3.61,0.91
7,-3.60,-3.60,0.12,-3.70,0.53,-3.60,0.18,-3.70,0.53,-3.63,0.96,-3.66,0.96
7,-3.50,-4.10,0.06,-3.50,0.53,-3.40,0.16,-3.50,0.53,-3.67,0.71,-3.53,0.93
7,-3.40,-2.90,0.23,-3.50,0.53,-3.40,0.22,-3.50,0.53,-3.27,0.76,-3.33,0.80
7,-3.30,-2.70,0.08,-3.30,0.53,-3.10,0.12,-3.30,0.53,-3.03,0.78,-3.20,0.89
7,-3.20,-3.70,0.05,-3.20,0.53,-3.20,0.26,-3.20,0.53,-3.37,0.78,-3.23,0.96
7,-3.10,-2.60,0.15,-3.10,0.53,-3.10,0.21,-3.10,0.53,-2.93,0.78,-3.02,0.88
7,-3.00,-3.40,0.05,-3.00,0.53,-2.90,0.22,-3.00,0.53,-3.10,0.80,-3.00,0.96
7,-2.90,-2.40,0.11,-3.00,0.53,-2.90,0.15,-3.00,0.53,-2.77,0.76,-2.90,0.89
7,-2.80,-3.30,0.03,-2.80,0.53,-2.70,0.22,-2.80,0.53,-2.93,0.76,-2.79,0.96
7,-2.70,-2.70,0.14,-2.80,0.53,-2.80,0.16,-2.80,0.53,-2.77,0.96,-2.78,0.98
7,-2.60,-3.00,0.06,-2.60,0.53,-2.40,0.16,-2.60,0.53,-2.67,0.78,-2.59,0.94
7,-2.50,-2.10,0.10,-2.50,0.53,-2.40,0.18,-2.50,0.53,-2.33,0.84,-2.43,0.92
7,-2.40,-2.90,0.08,-2.40,0.53,-2.40,0.18,-2.40,0.53,-2.57,0.78,-2.45,0.93
7,-2.30,-2.30,0.13,-2.30,0.53,-2.20,0.16,-2.30,0.53,-2.27,0.96,-2.28,0.97
7,-2.20,-2.60,0.04,-2.10,0.53,-2.20,0.15,-2.10,0.53,-2.30,0.80,-2.15,0.95
7,-2.10,-2.00,0.06,-2.10,0.53,-2.00,0.13,-2.10,0.53,-2.03,0.96,-2.07,0.97
7,-2.00,-2.00,0.26,-2.00,0.53,-1.90,0.16,-2.00,0.53,-1.97,0.96,-1.98,0.97
7,-1.90,-1.40,0.13,-1.90,0.53,-1.90,0.18,-1.90,0.53,-1.73,0.78,-1.82,0.89
7,-1.80,-1.70,0.05,-1.80,0.53,-1.70,0.12,-1.80,0.53,-1.73,0.96,-1.78,0.97
7,-1.70,-1.10,0.09,-1.60,0.53,-1.70,0.22,-1.60,0.53,-1.47,0.76,-1.57,0.91
7,-1.60,-1.10,0.17,-1.50,0.53,-1.60,0.16,-1.50,0.53,-1.40,0.80,-1.44,0.88
7,-1.50,-1.40,0.16,-1.50,0.53,-1.30,0.16,-1.50,0.53,-1.40,0.93,-1.44,0.94
7,-1.40,-0.80,0.28,-1.30,0.53,-1.40,0.16,-1.30,0.53,-1.17,0.76,-1.17,0.79
7,-1.30,-0.90,0.13,-1.30,0.53,-1.20,0.22,-1.30,0.53,-1.13,0.84,-1.21,0.91
7,-1.20,-0.70,0.17,-1.20,0.53,-1.40,0.10,-1.20,0.53,-1.10,0.73,-1.12,0.86
7,-1.10,-1.60,0.05,-1.00,0.53,-1.00,0.14,-1.00,0.53,-1.20,0.73,-1.04,0.94
7,-1.00,-0.50,0.17,-1.00,0.53,-0.90,0.17,-1.00,0.53,-0.80,0.80,-0.88,0.87
7,-0.90,-1.40,0.10,-0.80,0.53,-0.90,0.18,-0.80,0.53,-1.03,0.76,-0.90,0.90
7,-0.80,-0.70,0.06,-0.80,0.53,-0.60,0.18,-0.80,0.53,-0.70,0.93,-0.75,0.94
7,-0.70,-0.20,0.28,-0.70,0.53,-0.50,0.12,-0.70,0.53,-0.47,0.82,-0.52,0.81
7,-0.60,-0.50,0.12,0.00,0.54,-0.60,0.14,0.00,0.54,-0.37,0.76,-0.18,0.81
7,-0.50,0.10,0.19,-0.50,0.53,-0.40,0.14,-0.50,0.53,-0.27,0.76,-0.35,0.83
7,-0.40,0.10,0.60,0.00,0.54,-0.50,0.08,0.10,0.60,-0.13,0.76,0.02,0.90
7,-0.30,0.10,0.27,-0.20,0.53,-0.30,0.09,-0.20,0.53,-0.13,0.84,-0.12,0.88
7,-0.20,-0.70,0.07,-0.10,0.53,-0.20,0.09,-0.10,0.53,-0.33,0.76,-0.18,0.92
7,-0.10,0.40,0.21,-0.10,0.53,0.00,0.26,-0.10,0.53,0.10,0.80,0.03,0.84
7,-0.00,0.40,0.20,0.10,0.53,0.00,0.37,0.10,0.53,0.17,0.84,0.12,0.89
7,0.10,0.70,0.13,0.10,0.53,0.00,0.27,0.10,0.53,0.27,0.71,0.16,0.85
7,0.20,-0.30,0.35,0.10,0.53,0.10,0.16,0.10,0.53,-0.03,0.82,-0.03,0.82
7,0.30,0.40,0.06,0.20,0.53,0.20,0.13,0.20,0.53,0.27,0.91,0.22,0.98
7,0.40,-0.10,0.42,0.00,0.53,0.30,0.08,0.00,0.53,0.07,0.84,-0.02,0.93
7,0.50,0.50,0.06,0.50,0.53,0.40,0.19,0.50,0.53,0.47,0.96,0.48,0.97
7,0.60,0.20,0.08,0.60,0.53,0.60,0.18,0.60,0.53,0.47,0.82,0.56,0.95
7,0.70,1.20,0.12,0.70,0.53,0.60,0.07,0.70,0.53,0.83,0.76,0.78,0.90
7,0.80,0.20,0.08,0.80,0.53,0.60,0.08,0.80,0.53,0.53,0.78,0.71,0.91
7,0.90,1.30,0.11,0.90,0.53,0.80,0.21,0.90,0.53,1.00,0.80,0.93,0.92
7,1.00,1.00,0.22,1.00,0.53,0.90,0.12,1.00,0.53,0.97,0.96,0.99,0.98
7,1.10,1.60,0.15,1.00,0.53,1.20,0.10,1.00,0.53,1.27,0.78,1.14,0.85
7,1.20,0.70,0.04,1.20,0.53,1.20,0.11,1.20,0.53,1.03,0.78,1.17,0.97
7,1.30,1.80,0.13,1.30,0.53,1.10,0.18,1.30,0.53,1.40,0.73,1.33,0.88
7,1.40,1.50,0.10,1.30,0.53,1.40,0.22,1.30,0.53,1.40,0.93,1.35,0.95
7,1.50,2.00,0.14,1.50,0.53,1.30,0.10,1.50,0.53,1.60,0.73,1.57,0.88
7,1.60,2.20,0.05,1.50,0.53,1.60,0.14,1.50,0.53,1.77,0.71,1.56,0.93
7,1.70,1.80,0.11,1.60,0.53,1.60,0.14,1.60,0.53,1.67,0.91,1.63,0.96
7,1.80,2.30,0.21,1.80,0.53,1.70,0.16,1.80,0.53,1.93,0.76,1.90,0.83
7,1.90,2.40,0.15,1.90,0.53,1.90,0.13,1.90,0.53,2.07,0.78,2.00,0.88
7,2.00,1.80,0.08,2.00,0.53,1.80,0.18,2.00,0.53,1.87,0.91,1.93,0.93
7,2.10,2.60,0.19,2.10,0.53,1.90,0.18,2.10,0.53,2.20,0.73,2.17,0.83
7,2.20,2.60,0.14,2.10,0.53,2.20,0.18,2.10,0.53,2.30,0.80,2.21,0.89
7,2.30,2.40,0.13,2.30,0.53,2.10,0.11,2.30,0.53,2.27,0.89,2.29,0.96
7,2.40,2.80,0.14,2.30,0.53,2.40,0.16,2.30,0.53,2.50,0.80,2.40,0.89
7,2.50,2.50,0.20,2.50,0.53,2.40,0.10,2.50,0.53,2.47,0.96,2.49,0.98
7,2.60,3.20,0.14,2.60,0.53,2.50,0.21,2.60,0.53,2.77,0.71,2.67,0.85
7,2.70,3.30,0.07,2.60,0.53,2.70,0.22,2.60,0.53,2.87,0.71,2.69,0.91
7,2.80,2.80,0.12,2.80,0.53,2.60,0.22,2.80,0.53,2.73,0.91,2.75,0.93
7,2.90,2.40,0.07,2.80,0.53,2.90,0.27,2.80,0.53,2.70,0.80,2.80,0.94
7,3.00,3.50,0.25,3.00,0.53,2.80,0.14,3.00,0.53,3.10,0.73,3.10,0.81
7,3.10,3.60,0.11,3.00,0.53,3.10,0.18,3.00,0.53,3.23,0.76,3.10,0.89
7,3.20,3.30,0.11,3.10,0.53,3.20,0.19,3.10,0.53,3.20,0.93,3.15,0.95
7,3.30,2.80,0.07,3.30,0.53,3.20,0.14,3.30,0.53,3.10,0.80,3.24,0.93
7,3.40,3.80,0.17,3.30,0.53,3.30,0.18,3.30,0.53,3.47,0.78,3.40,0.86
7,3.50,3.00,0.07,3.50,0.53,3.40,0.18,3.50,0.53,3.30,0.80,3.43,0.93
7,3.60,4.10,0.19,3.50,0.53,3.60,0.27,3.50,0.53,3.73,0.76,3.64,0.83
7,3.70,3.30,0.08,3.70,0.53,3.50,0.18,3.70,0.53,3.50,0.87,3.61,0.91
7,3.80,4.40,0.17,3.80,0.53,3.60,0.14,3.80,0.53,3.93,0.69,3.89,0.83
7,3.90,3.40,0.09,4.00,0.53,3.90,0.18,4.00,0.53,3.77,0.76,3.91,0.91
7,4.00,4.50,0.16,4.00,0.53,3.80,0.22,4.00,0.53,4.10,0.73,4.04,0.85
7,4.10,3.60,0.07,4.20,0.53,4.00,0.18,4.20,0.53,3.93,0.78,4.10,0.89
7,4.20,4.30,0.09,4.20,0.53,4.10,0.26,4.20,0.53,4.20,0.93,4.18,0.96
7,4.30,4.80,0.20,4.20,0.53,4.30,0.16,4.20,0.53,4.43,0.76,4.35,0.82
7,4.40,4.50,0.22,4.40,0.53,4.30,0.18,4.40,0.53,4.40,0.93,4.40,0.96
7,4.50,4.00,0.11,4.50,0.53,4.30,0.16,4.50,0.53,4.27,0.82,4.39,0.88
7,4.60,5.00,0.16,4.60,0.53,4.60,0.19,4.60,0.53,4.73,0.82,4.67,0.90
7,4.70,4.30,0.12,4.70,0.53,4.50,0.12,4.70,0.53,4.50,0.87,4.61,0.90
7,4.80,4.70,0.19,4.70,0.53,4.80,0.18,4.70,0.53,4.73,0.96,4.72,0.97
7,4.90,4.40,0.13,4.90,0.54,4.80,0.22,4.90,0.54,4.70,0.80,4.80,0.89
7,5.00,5.00,0.35,4.90,0.54,4.90,0.51,4.90,0.54,4.93,0.96,4.92,0.95
8,-5.00,-4.90,1.00,-5.00,0.54,-4.90,1.00,-4.90,1.00,-4.93,0.96,-4.92,0.91
8,-4.90,-4.90,0.52,-4.90,0.54,-4.80,0.34,-4.90,0.54,-4.87,0.96,-4.88,0.95
8,-4.80,-4.80,0.52,-4.80,0.54,-4.80,0.21,-4.80,0.54,-4.80,1.00,-4.80,1.00
8,-4.70,-4.80,0.28,-4.70,0.54,-4.60,1.00,-4.60,1.00,-4.70,0.93,-4.66,0.88
8,-4.60,-4.50,0.35,-4.60,0.54,-4.60,0.18,-4.60,0.54,-4.57,0.96,-4.57,0.95
8,-4.50,-4.50,0.35,-4.50,0.54,-4.40,0.22,-4.50,0.54,-4.47,0.96,-4.48,0.97
8,-4.40,-4.40,0.36,-4.40,0.54,-4.40,0.36,-4.40,0.54,-4.40,1.00,-4.40,1.00
8,-4.30,-4.40,0.27,-4.30,0.54,-4.20,0.18,-4.30,0.54,-4.30,0.93,-4.31,0.95
8,-4.20,-4.10,0.36,-4.20,0.54,-4.10,0.26,-4.20,0.54,-4.13,0.96,-4.15,0.94
8,-4.10,-4.10,0.46,-4.10,0.53,-4.10,0.26,-4.10,0.53,-4.10,1.00,-4.10,1.00
8,-4.00,-4.00,0.39,-4.00,0.54,-3.90,0.27,-4.00,0.54,-3.97,0.96,-3.98,0.96
8,-3.90,-3.80,0.21,-3.90,0.54,-3.80,0.21,-3.90,0.54,-3.83,0.96,-3.86,0.95
8,-3.80,-3.70,0.36,-3.80,0.54,-3.70,0.21,-3.80,0.54,-3.73,0.96,-3.75,0.94
8,-3.70,-3.70,0.51,-3.70,0.53,-3.70,0.21,-3.70,0.53,-3.70,1.00,-3.70,1.00
